Date of Comment;Country;Comment Title;FULL COMMENT;Our Comments;Service-On Board/Off Board;Punctuality;Airplane Infrastructure;Other Factors;Positive Comment;;;;;;;;;;;;;;;;;;;
2024-10-15T12:40:16.000Z;PT;Not again!;"We purchased a flight from Lisbon-Budapest-Lisbon for 3 people. Very attractive prices and, despite the online criticism, we decided to take a chance. We bought flights for 3 people and added 10kg luggage to take anything else besides our backpacks. From Lisbon to Budapest everything went beautifully and we didn't have any problems. However, in Budapest it was terrible. From the service provided by the guy at the counter to the unclear information on the website that misleads the customer.
We had to pay for one of the girls' backpacks, which didn't have any problems at Lisboa and we also had to pay another €53 for the 10kg luggage (which we had already paid €103 when purchasing the flights). The information on the website is not clear regarding this luggage and misleads the customer. Furthermore, in Lisbon we didn't have any problems with this luggage. They could send an email specifying that this 10kg luggage cannot go with us and that it would have to be placed in the hold. I think once the customer buys it, they could be more specific. Furthermore, I believe that the way the boy was treating everyone is not justified. Ill-mannered, arrogant and unfriendly.
I will certainly not use this company again!";;Yes;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;
2024-10-19T21:07:23.000Z;GB;This used to be a decent airline at…;"This used to be a decent airline at some point but it became so bad, I flew to Romania ???? from London, their policy of buying checked in baggage is very smart and it fooled me so I was forced to pay for another baggage as they are selling it per item as opposed per weight.

The flight had delays, and once inside the plane people were changing seats and had to argue with 2 different people without the staff to intervine as they took the seat I was assigned ?? the plane was so crowded and dirty, for the money spent on this occasion only I could have booked an economy class easily with better service and comfort";;YES;YES;YES;NO;NO;;;;;;;;;;;;;;;;;;;
2024-09-04T17:12:40.000Z;GB;Always a complicated procedure to book…;Always a complicated procedure to book special assistance, especially when booking through third party. On top of that, staff were extremely rude to my disabled mother implying that she didn't need help.;;YES;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;
2024-10-05T00:36:10.000Z;GB;DO NOT SUPPORT THIS DISGRACEFUL COMPANY;If I could give no star I would. DO NOT FLY WITH THIS GREEDY AIRLINE. We were 3 hours before departure time, walked to check in desk and was refused to check in as we didn't do it ONLINE 24 hours before. The confirmation email saying we CAN check in online 24 hours before departure time. It didn't state that IT IS A MUST to check in 24 hours before flying! What a scam!!! Staff gave a funny look with pretty rude manner and tone of voice when we said we didn't know and there was plenty of time to check in at the desk he refused and said if we want to fly we have to pay extra ?44 each  to check in otherwise we can't fly. We already booked hotel and trip so we had no choice but to pay. On the return flight we were making sure we did check in online 24 hours but another scam tactic to get more money from you by charging extra ?14 each if we want to sit together. We chose not to pay and you know what they put my husband on roll 9 and me on roll 30!!! Separate us as far as they could but when we look at the available seat both roll 9 and 30 are emptied why can't they put us together? We saw a family with baby were separated too when we were on the plane. What a disgusting airline. AVOID ??????????;;YES;NO;NO;Additional fees;NO;;;;;;;;;;;;;;;;;;;
2024-09-26T18:11:52.000Z;GB;My flight was delayed more than 1 hour;My flight was delayed more than 1 hour. No compensation was offered! Trash airline, I had many problems with them in the past! This is the first time that, I decided to spare some time to review them online.;;NO;YES;NO;Compensation;NO;;;;;;;;;;;;;;;;;;;
2024-09-25T13:11:02.000Z;IT;I was not now nothing about this…;I was not now nothing about this aircompani. I needed to organize my trip. The choice was random. I needed to check-in for the flight. I did it many times and for many hours, but nothing worked. I did everything right. And then I found out that I had to pay at the airport for check-in. Of course, I understand why I couldn’t do it. I’m sure it was done on purpose so that the passenger would pay more. I will never cooperate with this airline again.;;NO;NO;NO;Additional fees;NO;;;;;;;;;;;;;;;;;;;
2024-09-13T18:40:10.000Z;PL;Their seating system is terrible;Their seating system is terrible. Book 3 tickets, got seats in 3 random places of plane instead of next to each other;;YES;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;
2024-09-07T20:42:52.000Z;GB;Greedy Wizzair, passengers beware;I flew with Wizzair on 06/09/2024. Flight was supposed to leave at 08.30 am from London Luton to Budapest. For a start, the flight was delayed, new departure time was 09.10 am. Obviously the flight didn't leave on time from Budapest. Then, supposedly Luton grounded all planes due to the airspace around London being very busy???? To be short, we sat on the plane for about 1.5-2 hours. Wizzair could only offer a we are sorry for the delay. No free water or anything. Instead they made  a good business with on-board drink and food sales. As the delay was less then 3 hours, passengers aren't entitled to a compensation. If my train in the UK is late 15 minutes or more, I get a compensation. Wizzair is a greedy company with zero customer care. Honestly, i don't think they care more about their staff either. Avoid if you can.;;YES;YES;NO;Compensation;NO;;;;;;;;;;;;;;;;;;;
2024-09-19T19:16:08.000Z;GR;Fantastic Experience;I read horrible reviews after booking my flight and i have to say my experience was the complete opposite. It was a perfect flight from check in to landing. The staff was amazing as well as the pilot. Everyone was very helpful. And there were no delays. Will absolutely fly with Wizz Air again!;;YES;NO;NO;NO;YES;;;;;;;;;;;;;;;;;;;
2024-09-08T21:02:36.000Z;RO;I wish I made research before buying;I wish I made research before buying. I still can't believe EU lets this airline function. Flight delayed then cancelled.;;NO;YES;NO;NO;NO;;;;;;;;;;;;;;;;;;;
2024-09-14T10:55:56.000Z;GB;It is not surprising;It is not surprising You have extremely bad reviews and it is terrible that you treated customer badly without any resolution;;YES;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;
2024-10-15T21:57:28.000Z;PT;I ve never been with a flight attendant…;I ve never been with a flight attendant the time that they gave me. Always always late;;NO;YES;NO;NO;NO;;;;;;;;;;;;;;;;;;;
2024-10-05T12:00:52.000Z;GB;I used Wizz Air to go to Istanbul;"I recently went to Istanbul from London Gatwick and had a great experience.

The booking procedure was east, plane was clean, staff were all great.

Well done Wizz Air team. See you all again soon!";;YES;NO;NO;NO;YES;;;;;;;;;;;;;;;;;;;
2024-09-16T18:17:56.000Z;ES;By far the worst company I’ve flown with;By far the worst company I’ve ever flown with. All the times I flew with them the flights were delayed. Organization for check in and boarding is also horrible. This was the last time I’m flying with them.;;YES;YES;NO;NO;NO;;;;;;;;;;;;;;;;;;;
2024-09-05T11:30:32.000Z;FR;They insanely overbook their flights and exteremly scammy;"I had my first flight with them from Tirana to Bari. I did the check-in online and I got a PDF saying that I need to go to the check-in desk at the airport and I was not allocated a seat (please note that I did the online checking 13h hours in advance).

Upon arrival at the check-in desk, I was informed that I did not check in online and that I needed to do it at the airport which would cost me 40 Euros/passenger. I tried opening the application and I saw that the boarding passes that had no seats were removed from the application. Luckily I had a PDF copy to prove that I did the check-in but was not assigned a seat. Then I was informed that actually, the flight is 14 seats overbooked!!!! 14 seats for a 200-passenger plane, INSANE.

The service counter refused to check me in and then refused to provide me a re-routing option and after some convincing they offered us to be STAND-BY at the gate where we waited until the last moment to actually board the plane waiting like orphaned kids at the gate.

I want to add that when I was discussing with the airport personnel at the check-in desk, he informed us that with Wizz Air this overbooking is very very common, so literally a ticket with them is like a lottery ticket.

In all cases, the whole company feels and looks scammy and I will try my best to avoid them in future trips.";;YES;NO;NO;Overbooking;NO;;;;;;;;;;;;;;;;;;;
